"","ID","Role"
"Hart, William, 1713-1784.","Hart, William, 1713-1784.","Author"
"Hutchinson, Aaron, 1724-1800.","Hutchinson, Aaron, 1724-1800.","Author"
"Mein, John.","Mein, John.","Author"
"Irving, Thomas, 1738?","Irving, Thomas, 1738?","Author"
"Middleton, Peter, d. 1781.","Middleton, Peter, d. 1781.","Author"
"Goldsmith, Oliver, 1728-1774.","Goldsmith, Oliver, 1728-1774.","Author"
"Goldsmith, Henry, dedicatee.","Goldsmith, Henry, dedicatee.","dedicatee"
"Pownall, Thomas, 1722-1805.","Pownall, Thomas, 1722-1805.","Author"
"Smalley, John, 1734-1820.","Smalley, John, 1734-1820.","Author"
"Cornwallis, Frederick, 1713-1783, dedicatee.","Cornwallis, Frederick, 1713-1783, dedicatee.","dedicatee"
"Drummond, Robert Hay, 1711-1776, dedicatee.","Drummond, Robert Hay, 1711-1776, dedicatee.","dedicatee"
"Terrick, Richard, 1710-1777, dedicatee.","Terrick, Richard, 1710-1777, dedicatee.","dedicatee"
"Tennent, William, 1705-1777.","Tennent, William, 1705-1777.","Author"
"Tucker, John, 1719-1792.","Tucker, John, 1719-1792.","Author"
"Warren Association (R.I.).","Warren Association (R.I.).","Author"
"West, Benjamin, 1730-1813.","West, Benjamin, 1730-1813.","Author"
"Hopkins, Stephen, 1707-1785, dedicatee.","Hopkins, Stephen, 1707-1785, dedicatee.","dedicatee"
"Wilson, Rachel, 1720-1775.","Wilson, Rachel, 1720-1775.","Author"
"Andrews, Samuel, 1737-1818.","Andrews, Samuel, 1737-1818.","Author"
"Blenman, Jonathan.","Blenman, Jonathan.","Author"
"Boissier de Sauvages, abbé (Pierre-Augustin), 1710-1795.","Boissier de Sauvages, abbé (Pierre-Augustin), 1710-1795.","Author"
"Pullein, Samuel, fl. 1734-1760.","Pullein, Samuel, fl. 1734-1760.","Author"
"Odell, Jonathan, 1737-1818, tr.","Odell, Jonathan, 1737-1818, tr.","translator"
"Warren, Joseph, 1741-1775.","Warren, Joseph, 1741-1775.","Author"
"Pemberton, Samuel, 1723-1799.","Pemberton, Samuel, 1723-1799.","Author"
"Champion, Judah, 1729-1810.","Champion, Judah, 1729-1810.","Author"
"Byles, Mather, 1707-1788, dedicatee.","Byles, Mather, 1707-1788, dedicatee.","dedicatee"
"Clúny, Alexander.","Clúny, Alexander.","Author"
"Cooke, Samuel, 1709-1783.","Cooke, Samuel, 1709-1783.","Author"
"Dana, James, 1735-1812.","Dana, James, 1735-1812.","Author"
"Edwards, Morgan, 1722-1795.","Edwards, Morgan, 1722-1795.","Author"
"Gessner, Salomon, 1730-1788.","Gessner, Salomon, 1730-1788.","Author"
"Collyer, Mary, d. 1763, tr.","Collyer, Mary, d. 1763, tr.","translator"
"Hodgson, John, d. 1781?","Hodgson, John, d. 1781?","Author"
"Wemms, William.","Wemms, William.","Author"
"Hovey, Ivory, 1714-1803.","Hovey, Ivory, 1714-1803.","Author"
"Second Church (Rochester, Mass.).","Second Church (Rochester, Mass.).","Author"
"Johnson, Stephen, 1724-1786.","Johnson, Stephen, 1724-1786.","Author"
"Wheatley, Phillis, 1753-1784.","Wheatley, Phillis, 1753-1784.","Author"
"Allen, Bennet, b. 1736 or 7.","Allen, Bennet, b. 1736 or 7.","Author"
"Robertson, William, 1721-1793.","Robertson, William, 1721-1793.","Author"
"Henry Frederick, Duke of Cumberland, 1745-1790.","Henry Frederick, Duke of Cumberland, 1745-1790.","Author"
"Grosvenor, Henrietta Grosvenor, Countess, d. 1828.","Grosvenor, Henrietta Grosvenor, Countess, d. 1828.","Author"
"Grosvenor, Richard Grosvenor, Earl, 1731-1802.","Grosvenor, Richard Grosvenor, Earl, 1731-1802.","Author"
"Trumbull, John, 1750-1831.","Trumbull, John, 1750-1831.","Author"
"Yale College.","Yale College.","Author"
"Whitwell, William, 1737-1781.","Whitwell, William, 1737-1781.","Author"
"Adams, Zabdiel, 1739-1801.","Adams, Zabdiel, 1739-1801.","Author"
"Smither, James, 1741-1797, engraver.","Smither, James, 1741-1797, engraver.","engraver"
"Baldwin, Moses, 1732-1813.","Baldwin, Moses, 1732-1813.","Author"
"Hutcheson, Francis, 1694-1746.","Hutcheson, Francis, 1694-1746.","Author"
"Foster, James, 1697-1753.","Foster, James, 1697-1753.","Author"
"Warburton, William, Bp. of Gloucester, 1698-1779.","Warburton, William, Bp. of Gloucester, 1698-1779.","Author"
"Franklin, William, 1731-1813, dedicatee.","Franklin, William, 1731-1813, dedicatee.","dedicatee"
"Cogswell, James, 1720-1807.","Cogswell, James, 1720-1807.","Author"
"Dimsdale, Thomas, 1712-1800.","Dimsdale, Thomas, 1712-1800.","Author"
"Ellington, Edward, fl. 1767-1793.","Ellington, Edward, fl. 1767-1793.","Author"
"Forbes, Eli, 1726-1804.","Forbes, Eli, 1726-1804.","Author"
"Blakes, James.","Blakes, James.","Author"
"Lathrop, John, 1740-1816.","Lathrop, John, 1740-1816.","Author"
"Leigh, William, 1748-1787.","Leigh, William, 1748-1787.","Author"
"Lovell, James, 1737-1814.","Lovell, James, 1737-1814.","Author"
"Macgowan, John, 1726-1780.","Macgowan, John, 1726-1780.","Author"
"Ottolenghe, Joseph Solomon, ca. 1711-1775.","Ottolenghe, Joseph Solomon, ca. 1711-1775.","Author"
"Masters, William.","Masters, William.","Author"
"Randolph, Edmund, 1753-1813.","Randolph, Edmund, 1753-1813.","Author"
"Kirkpatrick, J. (James), ca. 1696-1770, tr.","Kirkpatrick, J. (James), ca. 1696-1770, tr.","translator"
"Gough, John, 1721-1791.","Gough, John, 1721-1791.","Author"
"Phipps, Joseph, 1708-1787.","Phipps, Joseph, 1708-1787.","Author"
"Tyler, John, 1742-1823.","Tyler, John, 1742-1823.","Author"
"Pease, Simon, dedicatee.","Pease, Simon, dedicatee.","dedicatee"
"Third Baptist Church (Middleborough, Mass.).","Third Baptist Church (Middleborough, Mass.).","Author"
"Cooper, David, 1725-1795.","Cooper, David, 1725-1795.","Author"
"Blake, James, 1750-1771.","Blake, James, 1750-1771.","Author"
"Carter, Susannah.","Carter, Susannah.","Author"
"Revere, Paul, 1735-1818, engraver.","Revere, Paul, 1735-1818, engraver.","engraver"
"Stiles, Ezra, 1727-1795, ed.","Stiles, Ezra, 1727-1795, ed.","Editor"
"Diman, James, 1707-1788.","Diman, James, 1707-1788.","Author"
"Dwight, Timothy, 1752-1817.","Dwight, Timothy, 1752-1817.","Author"
"Smith, William, 1727-1803, ed.","Smith, William, 1727-1803, ed.","Editor"
"Ferguson, Elizabeth, 1737-1801.","Ferguson, Elizabeth, 1737-1801.","Author"
"Freneau, Philip Morin, 1752-1832.","Freneau, Philip Morin, 1752-1832.","Author"
"Brackenridge, H. H. (Hugh Henry), 1748-1816.","Brackenridge, H. H. (Hugh Henry), 1748-1816.","Author"
"College of New Jersey. Class of 1771.","College of New Jersey. Class of 1771.","Author"
"Gordon, William, 1728-1807.","Gordon, William, 1728-1807.","Author"
"Hawles, John, Sir, 1645-1716.","Hawles, John, Sir, 1645-1716.","Author"
"Hedge, Lemuel, 1734-1777.","Hedge, Lemuel, 1734-1777.","Author"
"Leaming, Jeremiah, 1717-1804.","Leaming, Jeremiah, 1717-1804.","Author"
"Leavenworth, Mark, 1711 or 12-1797.","Leavenworth, Mark, 1711 or 12-1797.","Author"
"May, Eleazer, 1733-1803.","May, Eleazer, 1733-1803.","Author"
"Occom, Samson, 1723-1792.","Occom, Samson, 1723-1792.","Author"
"Oliver, A. (Andrew), 1731-1799.","Oliver, A. (Andrew), 1731-1799.","Author"
"Winthrop, John, 1714-1779, dedicatee.","Winthrop, John, 1714-1779, dedicatee.","dedicatee"
"Parsons, Moses, 1716-1783.","Parsons, Moses, 1716-1783.","Author"
"Robbins, Nathaniel, 1726-1795.","Robbins, Nathaniel, 1726-1795.","Author"
"Rush, Benjamin, 1746-1813.","Rush, Benjamin, 1746-1813.","Author"
"Cadogan, William, 1711-1797, dedicatee.","Cadogan, William, 1711-1797, dedicatee.","dedicatee"
"Seller, Richard.","Seller, Richard.","Author"
"Stanton, Daniel, 1708-1770.","Stanton, Daniel, 1708-1770.","Author"
"Swan, James, 1754-1830.","Swan, James, 1754-1830.","Author"
"West, Stephen, 1735-1819.","West, Stephen, 1735-1819.","Author"
"Boston Synod (1679-1680). Confession of faith.","Boston Synod (1679-1680). Confession of faith.","Author"
"Bell, Robert, 1732?","Bell, Robert, 1732?","Author"
"Boston Committee of Correspondence.","Boston Committee of Correspondence.","Author"
"Smith, Richard.","Smith, Richard.","Author"
"Wells, Daniel.","Wells, Daniel.","Author"
"Cary, Thomas, 1745-1808.","Cary, Thomas, 1745-1808.","Author"
"First Church (Newburyport, Mass.), dedicatee.","First Church (Newburyport, Mass.), dedicatee.","dedicatee"
"Chaplin, Ebenezer, 1733-1822.","Chaplin, Ebenezer, 1733-1822.","Author"
"Whetcomb, John.","Whetcomb, John.","Author"
"Whetcomb, Asa.","Whetcomb, Asa.","Author"
"Clark, Ephraim, 1722-1797.","Clark, Ephraim, 1722-1797.","Author"
"Coade, G. (George).","Coade, G. (George).","Author"
"Hoadly, Benjamin, 1676-1761, dedicatee.","Hoadly, Benjamin, 1676-1761, dedicatee.","dedicatee"
"Cockings, George, d. 1802.","Cockings, George, d. 1802.","Author"
"Devens, Richard, 1749-1835.","Devens, Richard, 1749-1835.","Author"
"Free, John, b. 1712?","Free, John, b. 1712?","Author"
"Allen, William, dedicatee.","Allen, William, dedicatee.","dedicatee"
"Gaifer.","Gaifer.","Author"
"Aly-ben-Hayton.","Aly-ben-Hayton.","Author"
"Howard, Simeon, 1733-1804.","Howard, Simeon, 1733-1804.","Author"
"Oliver, Andrew, 1706-1774.","Oliver, Andrew, 1706-1774.","Author"
"Rome, George.","Rome, George.","Author"
"Moffat, Thomas.","Moffat, Thomas.","Author"
"La Condamine, Charles-Marie de, 1701-1774.","La Condamine, Charles-Marie de, 1701-1774.","Author"
"Osborn, John, 1741-1825.","Osborn, John, 1741-1825.","Author"
"Convention of Congregational Ministers of Massachusetts","Convention of Congregational Ministers of Massachusetts","Author"
"Ames, Levi, 1752-1773.","Ames, Levi, 1752-1773.","Author"
"Packer, Joseph-Bill, 1720-1773.","Packer, Joseph-Bill, 1720-1773.","Author"
"Parsons, Theodore, 1751-1779.","Parsons, Theodore, 1751-1779.","Author"
"Pearson, Eliphalet, 1752-1826.","Pearson, Eliphalet, 1752-1826.","Author"
"Personel, Francis Burdett, 1747-1773.","Personel, Francis Burdett, 1747-1773.","Author"
"Prout, Timothy, 1721-1782.","Prout, Timothy, 1721-1782.","Author"
"Robbins, Chandler, 1738-1799.","Robbins, Chandler, 1738-1799.","Author"
"Allinson, Samuel, 1739-1791.","Allinson, Samuel, 1739-1791.","Author"
"Shewen, William, 1631?","Shewen, William, 1631?","Author"
"Shipley, Jonathan, 1714-1788.","Shipley, Jonathan, 1714-1788.","Author"
"Allen, John, fl. 1741-1774.","Allen, John, fl. 1741-1774.","Author"
"Skillman, Isaac, 1740-1799.","Skillman, Isaac, 1740-1799.","Author"
"Dartmouth, William Legge, Earl of, 1731-1801, dedicatee.","Dartmouth, William Legge, Earl of, 1731-1801, dedicatee.","dedicatee"
"Trumbull, Benjamin, 1735-1820.","Trumbull, Benjamin, 1735-1820.","Author"
"Turner, Charles, 1732-1818.","Turner, Charles, 1732-1818.","Author"
"Warren, Mercy Otis, 1728-1814.","Warren, Mercy Otis, 1728-1814.","Author"
"Allen, Ethan, 1738-1789.","Allen, Ethan, 1738-1789.","Author"
"Anglus Americanus.","Anglus Americanus.","Author"
"Bean, Joseph, 1716-1784.","Bean, Joseph, 1716-1784.","Author"
"Boucher, Jonathan, 1738-1804.","Boucher, Jonathan, 1738-1804.","Author"
"College of New Jersey.","College of New Jersey.","Author"
"Coombe, Thomas, 1747-1822.","Coombe, Thomas, 1747-1822.","Author"
"Rockingham, Charles Watson-Wentworth, Marquis of, 1730-1782, dedicatee.","Rockingham, Charles Watson-Wentworth, Marquis of, 1730-1782, dedicatee.","dedicatee"
"Cooper, Myles, 1737-1785.","Cooper, Myles, 1737-1785.","Author"
"Deane, Samuel, 1733-1814.","Deane, Samuel, 1733-1814.","Author"
"V., Mary V.","V., Mary V.","Author"
"Jefferson, Thomas, 1743-1826.","Jefferson, Thomas, 1743-1826.","Author"
"Pennsylvania. Provincial Convention (1774).","Pennsylvania. Provincial Convention (1774).","Author"
"Fiske, Nathan, 1733-1799.","Fiske, Nathan, 1733-1799.","Author"
"Lee, Arthur, 1740-1792, comp.","Lee, Arthur, 1740-1792, comp.","Author"
"Gillies, John, 1712-1796.","Gillies, John, 1712-1796.","Author"
"Gallaudet, Elisha, ca. 1730-1805, engraver.","Gallaudet, Elisha, ca. 1730-1805, engraver.","engraver"
"Huntingdon, Selina Hastings, Countess of, 1707-1791, dedicatee.","Huntingdon, Selina Hastings, Countess of, 1707-1791, dedicatee.","dedicatee"
"Gronniosaw, James Albert Ukawsaw.","Gronniosaw, James Albert Ukawsaw.","Author"
"Shirley, Walter, 1725-1786.","Shirley, Walter, 1725-1786.","Author"
"Hamilton, Alexander, 1757-1804.","Hamilton, Alexander, 1757-1804.","Author"
"Hancock, John, 1737-1793.","Hancock, John, 1737-1793.","Author"
"Harvey, Edward.","Harvey, Edward.","Author"
"Wolfe, James, 1727-1759.","Wolfe, James, 1727-1759.","Author"
"Romans, Bernard, ca. 1720-ca. 1784, engraver.","Romans, Bernard, ca. 1720-ca. 1784, engraver.","engraver"
"Hilliard, Timothy, 1747-1790.","Hilliard, Timothy, 1747-1790.","Author"
"Hitchcock, Gad, 1719-1803.","Hitchcock, Gad, 1719-1803.","Author"
"Livingston, Philip, 1716-1778.","Livingston, Philip, 1716-1778.","Author"
"Lockwood, Samuel, 1721-1791.","Lockwood, Samuel, 1721-1791.","Author"
"Nicholas, Robert Carter, 1728-1780.","Nicholas, Robert Carter, 1728-1780.","Author"
"Niles, Nathaniel, 1741-1828.","Niles, Nathaniel, 1741-1828.","Author"
"Occom, Samson, 1723-1792, comp.","Occom, Samson, 1723-1792, comp.","Author"
"Parsons, Jonathan, 1705-1776.","Parsons, Jonathan, 1705-1776.","Author"
"Hancock, John, 1737-1793, dedicatee.","Hancock, John, 1737-1793, dedicatee.","dedicatee"
"Quincy, Josiah, 1744-1775.","Quincy, Josiah, 1744-1775.","Author"
"Rokeby, Matthew Robinson-Morris, Baron, 1713-1800.","Rokeby, Matthew Robinson-Morris, Baron, 1713-1800.","Author"
"Huck-Saunders, Richard, 1720-1785, dedicatee.","Huck-Saunders, Richard, 1720-1785, dedicatee.","dedicatee"
"Scott, William, b. 1726.","Scott, William, b. 1726.","Author"
"North, Frederick, Lord, 1732-1792, dedicatee.","North, Frederick, Lord, 1732-1792, dedicatee.","dedicatee"
"Seabury, Samuel, 1729-1796.","Seabury, Samuel, 1729-1796.","Author"
"Wilkins, Isaac, 1742-1830.","Wilkins, Isaac, 1742-1830.","Author"
"Camden, Charles Pratt, Earl, 1714-1794.","Camden, Charles Pratt, Earl, 1714-1794.","Author"
"Sherwood, Samuel, 1730-1783.","Sherwood, Samuel, 1730-1783.","Author"
"Baldwin, Ebenezer, 1745-1776.","Baldwin, Ebenezer, 1745-1776.","Author"
"Back settler.","Back settler.","Author"
"Tennent, William, 1740-1777.","Tennent, William, 1740-1777.","Author"
"Thomas, M. (Antoine Léonard), 1732-1785.","Thomas, M. (Antoine Léonard), 1732-1785.","Author"
"Russell, William, 1741-1793, tr.","Russell, William, 1741-1793, tr.","translator"
"Honest American.","Honest American.","Author"
"Webster, Samuel, 1718-1796.","Webster, Samuel, 1718-1796.","Author"
"Wells, Richard.","Wells, Richard.","Author"
"Whitney, Peter, 1744-1816.","Whitney, Peter, 1744-1816.","Author"
"Wilson, James, 1742-1798.","Wilson, James, 1742-1798.","Author"
"Barry, Henry, 1750-1822.","Barry, Henry, 1750-1822.","Author"
"Lee, Charles, 1731-1782.","Lee, Charles, 1731-1782.","Author"
"Batwell, Daniel.","Batwell, Daniel.","Author"
"Bolton, Thomas, d. 1777.","Bolton, Thomas, d. 1777.","Author"
"Carmichael, John, 1728-1785.","Carmichael, John, 1728-1785.","Author"
"Pennsylvania. Militia. Lancaster Company.","Pennsylvania. Militia. Lancaster Company.","Author"
"George III, King of Great Britain, 1738-1820.","George III, King of Great Britain, 1738-1820.","Author"
"Junius, 18th cent.","Junius, 18th cent.","Author"
"Bathurst, Henry Bathurst, Earl, 1714-1794.","Bathurst, Henry Bathurst, Earl, 1714-1794.","Author"
"Casca.","Casca.","Author"
"Mansfield, William Murray, Earl of, 1705-1793.","Mansfield, William Murray, Earl of, 1705-1793.","Author"
"North, Frederick, Lord, 1732-1792.","North, Frederick, Lord, 1732-1792.","Author"
"Bute, John Stuart, Earl of, 1713-1792.","Bute, John Stuart, Earl of, 1713-1792.","Author"
"Cato.","Cato.","Author"
"Shaw, Thomas.","Shaw, Thomas.","Author"
"Chandler, Samuel, 1713-1775.","Chandler, Samuel, 1713-1775.","Author"
"Cullen, William, 1710-1790.","Cullen, William, 1710-1790.","Author"
"Davis, Timothy.","Davis, Timothy.","Author"
"Washington, George, 1732-1799, dedicatee.","Washington, George, 1732-1799, dedicatee.","dedicatee"
"Philadelphia (Pa.). First Battalion.","Philadelphia (Pa.). First Battalion.","Author"
"Farmer.","Farmer.","Author"
"Foster, Dan, 1748-1810.","Foster, Dan, 1748-1810.","Author"
"Gray, Harrison, 1712-1794.","Gray, Harrison, 1712-1794.","Author"
"Johnstone, George, 1730-1787.","Johnstone, George, 1730-1787.","Author"
"Grotius.","Grotius.","Author"
"Hart, Levi, 1738-1808.","Hart, Levi, 1738-1808.","Author"
"Corporation of Freemen (Farmington, Conn.).","Corporation of Freemen (Farmington, Conn.).","Author"
"Huntington, Enoch, 1739-1809.","Huntington, Enoch, 1739-1809.","Author"
"Knox, William, 1732-1810.","Knox, William, 1732-1810.","Author"
"Jones, David, 1736-1820.","Jones, David, 1736-1820.","Author"
"Knox, Hugh, ca. 1727-1790.","Knox, Hugh, ca. 1727-1790.","Author"
"Leonard, Abiel, 1740-1777.","Leonard, Abiel, 1740-1777.","Author"
"Leonard, Daniel, 1740-1829.","Leonard, Daniel, 1740-1829.","Author"
"Lind, John, 1737-1781.","Lind, John, 1737-1781.","Author"
"Loocock, Aaron, 1733-1794.","Loocock, Aaron, 1733-1794.","Author"
"Lyman, Joseph, 1749-1828.","Lyman, Joseph, 1749-1828.","Author"
"Macaulay, Catharine, 1731-1791.","Macaulay, Catharine, 1731-1791.","Author"
"Mather, Moses, 1719-1806.","Mather, Moses, 1719-1806.","Author"
"Antidespot.","Antidespot.","Author"
"Noble, Oliver, 1734-1792.","Noble, Oliver, 1734-1792.","Author"
"Perkins, Nathan, 1748-1838.","Perkins, Nathan, 1748-1838.","Author"
"Perry, Joseph, 1731-1783.","Perry, Joseph, 1731-1783.","Author"
"Philoleutheros Americanus.","Philoleutheros Americanus.","Author"
"Raynal, abbé (Guillaume-Thomas-François), 1713-1796","Raynal, abbé (Guillaume-Thomas-François), 1713-1796","Author"
"Raynal, abbé (Guillaume-Thomas-François), 1713-1796.","Raynal, abbé (Guillaume-Thomas-François), 1713-1796.","Author"
"Rich, Elisha, 1740-1804?","Rich, Elisha, 1740-1804?","Author"
"Rokey, Matthew Robinson-Morris, Baron, 1713-1800.","Rokey, Matthew Robinson-Morris, Baron, 1713-1800.","Author"
"Romans, Bernard, ca. 1720-ca. 1784.","Romans, Bernard, ca. 1720-ca. 1784.","Author"
"Brown, William.","Brown, William.","Author"
"Ellis, John, ca. 1710-1776, dedicatee.","Ellis, John, ca. 1710-1776, dedicatee.","dedicatee"
"Sampson, Ezra, 1749-1823.","Sampson, Ezra, 1749-1823.","Author"
"De Coverly, Roger, Sir, 1728-1796.","De Coverly, Roger, Sir, 1728-1796.","Author"
"Moderate Whig.","Moderate Whig.","Author"
"Stearns, William, 1749-1783.","Stearns, William, 1749-1783.","Author"
"Shewell, W.","Shewell, W.","Author"
"Whiting, William, 1730-1792.","Whiting, William, 1730-1792.","Author"
"Webster, Samuel, 1743-1777.","Webster, Samuel, 1743-1777.","Author"
"Wigglesworth, Edward, 1732-1794.","Wigglesworth, Edward, 1732-1794.","Author"
"Cushing, Thomas, 1725-1788, dedicatee.","Cushing, Thomas, 1725-1788, dedicatee.","dedicatee"
"Dartmouth, William Legge, Earl of, 1731-1801.","Dartmouth, William Legge, Earl of, 1731-1801.","Author"
"Georgia. Provincial Congress.","Georgia. Provincial Congress.","Author"
"Adams, John, 1735-1826.","Adams, John, 1735-1826.","Author"
"Wythe, George, 1726-1806.","Wythe, George, 1726-1806.","Author"
"Paine, Robert Treat, 1731-1814.","Paine, Robert Treat, 1731-1814.","Author"
"Aitken, Robert, 1735-1802, engraver.","Aitken, Robert, 1735-1802, engraver.","engraver"
"Brownrigg, William, 1711-1800.","Brownrigg, William, 1711-1800.","Author"
"Baldwin, Samuel, 1731-1784.","Baldwin, Samuel, 1731-1784.","Author"
"Parke, John, 1754-1789.","Parke, John, 1754-1789.","Author"
"Norman, John, ca. 1748-1817, engraver.","Norman, John, ca. 1748-1817, engraver.","engraver"
"Cartwright, John, 1740-1824.","Cartwright, John, 1740-1824.","Author"
"Savile, George, Sir, 1726-1784, dedicatee.","Savile, George, Sir, 1726-1784, dedicatee.","dedicatee"
"Cumings, Henry, 1739-1823.","Cumings, Henry, 1739-1823.","Author"
"Dalrymple, John, Sir, 1726-1810.","Dalrymple, John, Sir, 1726-1810.","Author"
"Sackville, George Germain, Viscount, 1716-1785.","Sackville, George Germain, Viscount, 1716-1785.","Author"
"Demophilus.","Demophilus.","Author"
"Ramsay, Allan, 1713-1784.","Ramsay, Allan, 1713-1784.","Author"
"Huntington, Jabez, 1738-1782.","Huntington, Jabez, 1738-1782.","Author"
"Yale College. Class of 1776.","Yale College. Class of 1776.","Author"
"Fitch, Elijah, 1746-1788.","Fitch, Elijah, 1746-1788.","Author"
"Foster, William, 1740-1780.","Foster, William, 1740-1780.","Author"
"Wayne, Anthony, 1745-1796, dedicatee.","Wayne, Anthony, 1745-1796, dedicatee.","dedicatee"
"Green, Jacob, 1722-1790.","Green, Jacob, 1722-1790.","Author"
"Griffith, David, 1742-1789.","Griffith, David, 1742-1789.","Author"
"Inglis, Charles, 1734-1816.","Inglis, Charles, 1734-1816.","Author"
"Lee, Andrew, 1745-1832.","Lee, Andrew, 1745-1832.","Author"
"Mansfield, Isaac, 1750-1826.","Mansfield, Isaac, 1750-1826.","Author"
"Morton, Perez, 1751-1837.","Morton, Perez, 1751-1837.","Author"
"Bordley, J. B. (John Beale), 1727-1804.","Bordley, J. B. (John Beale), 1727-1804.","Author"
"New Hampshire. Committee of Safety.","New Hampshire. Committee of Safety.","Author"
"Sewall, Jonathan Mitchell, 1748-1808.","Sewall, Jonathan Mitchell, 1748-1808.","Author"
"Price, Richard, 1723-1791.","Price, Richard, 1723-1791.","Author"
"Ross, Robert, 1726-1799.","Ross, Robert, 1726-1799.","Author"
"Chalmers, James, 1727?","Chalmers, James, 1727?","Author"
"Chalmers, George, 1742-1825.","Chalmers, George, 1742-1825.","Author"
"Rationalis.","Rationalis.","Author"
"South Carolina. Provincial Congress.","South Carolina. Provincial Congress.","Author"
"Swieten, Gerard, Freiherr van, 1700-1772.","Swieten, Gerard, Freiherr van, 1700-1772.","Author"
"Northcote, William, d. 1783?","Northcote, William, d. 1783?","Author"
"Ranby, John, 1703-1773.","Ranby, John, 1703-1773.","Author"
"Thacher, Peter, 1752-1802.","Thacher, Peter, 1752-1802.","Author"
"Martin, Luther, 1748-1826.","Martin, Luther, 1748-1826.","Author"
"Tucker, Josiah, 1712-1799.","Tucker, Josiah, 1712-1799.","Author"
"Wharton, Samuel, 1732-1800.","Wharton, Samuel, 1732-1800.","Author"
"Bancroft, Edward, 1744-1821.","Bancroft, Edward, 1744-1821.","Author"
"Dartmouth College.","Dartmouth College.","Author"
"Young, Arthur, 1741-1820.","Young, Arthur, 1741-1820.","Author"
"Hirzel, Hans Caspar, 1725-1803.","Hirzel, Hans Caspar, 1725-1803.","Author"
"Allen, Ira, 1751-1814.","Allen, Ira, 1751-1814.","Author"
"Mifflin, thomas, 1744-1800, dedicatee.","Mifflin, thomas, 1744-1800, dedicatee.","dedicatee"
"N. G., ill.","N. G., ill.","Illustrator"
"Dawes, Thomas, 1757-1825.","Dawes, Thomas, 1757-1825.","Author"
"Langdon, Samuel, 1723-1797, dedicatee.","Langdon, Samuel, 1723-1797, dedicatee.","dedicatee"
"Smith, engraver.","Smith, engraver.","engraver"
"Saint-Évremond, 1613-1703.","Saint-Évremond, 1613-1703.","Author"
"French, Jonathan, 1740-1809.","French, Jonathan, 1740-1809.","Author"
"Hichborn, Benjamin, 1746-1817.","Hichborn, Benjamin, 1746-1817.","Author"
"Hurt, John, 1752-1824.","Hurt, John, 1752-1824.","Author"
"Georgia. Legislature.","Georgia. Legislature.","Author"
"Pemberton, Israel, 1715-1779.","Pemberton, Israel, 1715-1779.","Author"
"Potter, Elam, 1742-1794.","Potter, Elam, 1742-1794.","Author"
"Roberts, R., d. 1788.","Roberts, R., d. 1788.","Author"
"Smollett, Tobias George, 1721-1771, tr.","Smollett, Tobias George, 1721-1771, tr.","translator"
"Stearns, Josiah, 1732-1788.","Stearns, Josiah, 1732-1788.","Author"
"Street, Nicholas, 1730-1806.","Street, Nicholas, 1730-1806.","Author"
"Strong, Nathan, 1748-1816.","Strong, Nathan, 1748-1816.","Author"
"Young, Edward, 1683-1765.","Young, Edward, 1683-1765.","Author"
"Austin, Jonathan Williams, 1751-1779.","Austin, Jonathan Williams, 1751-1779.","Author"
"Warren Association (R.I.). Minutes.","Warren Association (R.I.). Minutes.","Author"
"Barlow, Joel, 1754-1812.","Barlow, Joel, 1754-1812.","Author"
"Bird, Jonathan, 1747-1813.","Bird, Jonathan, 1747-1813.","Author"
"Cushing, Jacob, 1730-1809.","Cushing, Jacob, 1730-1809.","Author"
"Evans, Israel, 1747-1807.","Evans, Israel, 1747-1807.","Author"
"Grey, Isaac.","Grey, Isaac.","Author"
"Tindall, Matthew, 1653?","Tindall, Matthew, 1653?","Author"
"Hart, Oliver, 1723-1795.","Hart, Oliver, 1723-1795.","Author"
"Strahan, William, 1715-1785.","Strahan, William, 1715-1785.","Author"
"Poivre, Pierre, 1719-1786.","Poivre, Pierre, 1719-1786.","Author"
"Vermont. Constitutional Convention (1777).","Vermont. Constitutional Convention (1777).","Author"
"Davis, Lockyer, 1719-1791, tr.","Davis, Lockyer, 1719-1791, tr.","translator"
"Garrick, David, 1717-1779, dedicatee.","Garrick, David, 1717-1779, dedicatee.","dedicatee"
"Vardill, John, 1749-1811.","Vardill, John, 1749-1811.","Author"
"Randolph, John, 1727 or 8-1784.","Randolph, John, 1727 or 8-1784.","Author"
"Howe, William Howe, Viscount, 1729-1814.","Howe, William Howe, Viscount, 1729-1814.","Author"
"Payson, Phillips, 1736-1801.","Payson, Phillips, 1736-1801.","Author"
"Ramsay, David, 1749-1815.","Ramsay, David, 1749-1815.","Author"
"Henley, David, 1749-1823.","Henley, David, 1749-1823.","Author"
"St. Clair, Arthur, 1734-1818.","St. Clair, Arthur, 1734-1818.","Author"
"Schuyler, Philip John, 1733-1804.","Schuyler, Philip John, 1733-1804.","Author"
"West, Samuel, 1731-1807.","West, Samuel, 1731-1807.","Author"
"Williams, Solomon, 1752-1834.","Williams, Solomon, 1752-1834.","Author"
"Robbins, Robert, 1741-1804.","Robbins, Robert, 1741-1804.","Author"
"Churchman, John, 1705-1775.","Churchman, John, 1705-1775.","Author"
"Jenings, Edmund, 1731-1819.","Jenings, Edmund, 1731-1819.","Author"
"Dodge, John, 1751-1800.","Dodge, John, 1751-1800.","Author"
